"ID";"Fecha";"Comuna";"Genero.Victima";"Edad";"si.no";"Genero.Agresor";"Comuna.1";"Tipo";"Nombre_Genero_Victima_Texto";"Nombre_Genero_Agresor_Texto";"Nombre_Comuna";"Nombre_Violencia"
185;"26-12-2021 14:05";13123;0;32;1;0;"Providencia";35;"Hombre";"Hombre";"Providencia";"Golpes con objetos, punetazos, patadas"
186;"27-12-2021 13:01";13404;1;38;1;0;"Paine";4;"Mujer";"Hombre";"Paine";"Interrupciones o invisibilizacion en espacios publicos o laborales"
187;"27-12-2021 14:24";13119;1;27;1;0;"Maipu";4;"Mujer";"Hombre";"Maipu";"Interrupciones o invisibilizacion en espacios publicos o laborales"
188;"27-12-2021 15:41";13105;1;24;1;0;"El Bosque";23;"Mujer";"Hombre";"El Bosque";"Comentarios sexuales no deseados"
189;"28-12-2021 13:32";13201;0;29;0;NA;"Puente Alto";50;"Hombre";NA;"Puente Alto";"Falta de politicas o proteccion efectiva frente a la violencia"
190;"28-12-2021 14:36";13301;1;26;1;1;"Colina";35;"Mujer";"Mujer";"Colina";"Golpes con objetos, punetazos, patadas"
191;"28-12-2021 14:44";13109;1;27;1;0;"La Cisterna";5;"Mujer";"Hombre";"La Cisterna";"Expectativas sociales rigidas sobre como debe ser un hombre/mujer/persona"
192;"28-12-2021 15:09";13119;1;20;1;0;"Maipu";10;"Mujer";"Hombre";"Maipu";"Manipulacion emocional o gaslighting"
193;"29-12-2021 11:46";13401;1;24;1;0;"San Bernardo";23;"Mujer";"Hombre";"San Bernardo";"Comentarios sexuales no deseados"
194;"29-12-2021 12:39";13108;1;26;1;0;"Independencia";14;"Mujer";"Hombre";"Independencia";"Desvalorizacion de logros o capacidades personales"
195;"29-12-2021 12:50";13201;1;36;1;1;"Puente Alto";36;"Mujer";"Mujer";"Puente Alto";"Lesiones fisicas moderadas o graves"
196;"29-12-2021 12:57";13105;0;31;0;NA;"El Bosque";50;"Hombre";NA;"El Bosque";"Falta de politicas o proteccion efectiva frente a la violencia"
197;"29-12-2021 13:16";13401;1;29;1;0;"San Bernardo";2;"Mujer";"Hombre";"San Bernardo";"Chistes, burlas o memes ofensivos sobre genero o identidad"
198;"29-12-2021 13:28";13604;1;24;1;1;"Padre Hurtado";35;"Mujer";"Mujer";"Padre Hurtado";"Golpes con objetos, punetazos, patadas"
199;"29-12-2021 13:50";13125;0;30;0;NA;"Quilicura";50;"Hombre";NA;"Quilicura";"Falta de politicas o proteccion efectiva frente a la violencia"
200;"29-12-2021 14:03";13128;1;24;0;NA;"Renca";50;"Mujer";NA;"Renca";"Falta de politicas o proteccion efectiva frente a la violencia"
201;"29-12-2021 14:10";13122;1;32;1;1;"Penalolen";36;"Mujer";"Mujer";"Penalolen";"Lesiones fisicas moderadas o graves"
202;"29-12-2021 15:02";13106;1;30;1;0;"Estacion Central";24;"Mujer";"Hombre";"Estacion Central";"Miradas o gestos lascivos"
203;"29-12-2021 15:19";13127;1;26;0;NA;"Recoleta";50;"Mujer";NA;"Recoleta";"Falta de politicas o proteccion efectiva frente a la violencia"
204;"29-12-2021 16:37";13124;1;23;1;1;"Pudahuel";35;"Mujer";"Mujer";"Pudahuel";"Golpes con objetos, punetazos, patadas"
205;"30-12-2021 11:19";13119;0;20;0;NA;"Maipu";50;"Hombre";NA;"Maipu";"Falta de politicas o proteccion efectiva frente a la violencia"
206;"30-12-2021 13:29";13130;1;26;1;0;"San Miguel";15;"Mujer";"Hombre";"San Miguel";"Fomento de inseguridades o dependencia emocional"
207;"30-12-2021 14:53";13605;1;25;1;0;"Penaflor";23;"Mujer";"Hombre";"Penaflor";"Comentarios sexuales no deseados"
208;"30-12-2021 15:01";13107;0;21;0;NA;"Huechuraba";50;"Hombre";NA;"Huechuraba";"Falta de politicas o proteccion efectiva frente a la violencia"
209;"30-12-2021 15:18";13112;0;23;0;NA;"La Pintana";50;"Hombre";NA;"La Pintana";"Falta de politicas o proteccion efectiva frente a la violencia"
210;"30-12-2021 15:53";13125;1;24;0;NA;"Quilicura";50;"Mujer";NA;"Quilicura";"Falta de politicas o proteccion efectiva frente a la violencia"
211;"03-01-2022 15:22";13114;0;22;0;NA;"Las Condes";50;"Hombre";NA;"Las Condes";"Falta de politicas o proteccion efectiva frente a la violencia"
217;"03-01-2022 15:41";13201;1;30;1;0;"Puente Alto";19;"Mujer";"Hombre";"Puente Alto";"Retencion o robo de bienes personales o dinero"
218;"03-01-2022 15:53";13116;0;24;1;1;"Lo Espejo";21;"Hombre";"Mujer";"Lo Espejo";"Destruccion de objetos personales o simbolicos"
212;"04-01-2022 11:34";13106;1;20;1;0;"Estacion Central";10;"Mujer";"Hombre";"Estacion Central";"Manipulacion emocional o gaslighting"
219;"04-01-2022 13:32";13302;1;20;1;1;"Lampa";28;"Mujer";"Mujer";"Lampa";"Envio o difusion de imágenes sexuales sin consentimiento"
220;"04-01-2022 13:46";13114;0;32;0;NA;"Las Condes";50;"Hombre";NA;"Las Condes";"Falta de politicas o proteccion efectiva frente a la violencia"
221;"04-01-2022 13:46";13121;1;27;1;1;"Pedro Aguirre Cerda";4;"Mujer";"Mujer";"Pedro Aguirre Cerda";"Interrupciones o invisibilizacion en espacios publicos o laborales"
222;"04-01-2022 14:15";13114;0;28;0;NA;"Las Condes";50;"Hombre";NA;"Las Condes";"Falta de politicas o proteccion efectiva frente a la violencia"
223;"04-01-2022 14:32";13201;0;31;0;NA;"Puente Alto";50;"Hombre";NA;"Puente Alto";"Falta de politicas o proteccion efectiva frente a la violencia"
224;"04-01-2022 15:05";13105;1;26;1;0;"El Bosque";25;"Mujer";"Hombre";"El Bosque";"Tocamientos sin consentimiento"
225;"04-01-2022 16:56";13201;0;23;1;0;"Puente Alto";35;"Hombre";"Hombre";"Puente Alto";"Golpes con objetos, punetazos, patadas"
213;"05-01-2022 11:03";13108;1;33;1;0;"Independencia";42;"Mujer";"Hombre";"Independencia";"Persecucion o acoso persistente (stalking)"
226;"05-01-2022 11:32";13105;0;24;1;1;"El Bosque";21;"Hombre";"Mujer";"El Bosque";"Destruccion de objetos personales o simbolicos"
227;"05-01-2022 12:48";13127;1;21;1;0;"Recoleta";10;"Mujer";"Hombre";"Recoleta";"Manipulacion emocional o gaslighting"
228;"05-01-2022 13:46";13301;0;24;0;NA;"Colina";50;"Hombre";NA;"Colina";"Falta de politicas o proteccion efectiva frente a la violencia"
229;"05-01-2022 13:57";13404;1;23;0;NA;"Paine";50;"Mujer";NA;"Paine";"Falta de politicas o proteccion efectiva frente a la violencia"
230;"05-01-2022 14:22";13109;0;35;1;0;"La Cisterna";33;"Hombre";"Hombre";"La Cisterna";"Empujones o sacudidas leves"
231;"05-01-2022 14:25";13102;1;29;1;0;"Cerrillos";21;"Mujer";"Hombre";"Cerrillos";"Destruccion de objetos personales o simbolicos"
232;"05-01-2022 14:31";13402;1;27;0;NA;"Buin";50;"Mujer";NA;"Buin";"Falta de politicas o proteccion efectiva frente a la violencia"
233;"05-01-2022 14:33";13119;0;23;0;NA;"Maipu";50;"Hombre";NA;"Maipu";"Falta de politicas o proteccion efectiva frente a la violencia"
234;"05-01-2022 14:56";13124;0;28;0;NA;"Pudahuel";50;"Hombre";NA;"Pudahuel";"Falta de politicas o proteccion efectiva frente a la violencia"
235;"05-01-2022 15:30";13110;1;22;1;1;"La Florida";6;"Mujer";"Mujer";"La Florida";"Cosificacion o reduccion de una persona a su apariencia fisica"
236;"05-01-2022 17:28";13106;1;25;1;1;"Estacion Central";6;"Mujer";"Mujer";"Estacion Central";"Cosificacion o reduccion de una persona a su apariencia fisica"
237;"06-01-2022 12:23";13602;1;30;1;0;"El Monte";6;"Mujer";"Hombre";"El Monte";"Cosificacion o reduccion de una persona a su apariencia fisica"
238;"06-01-2022 12:40";13104;1;22;1;0;"Conchali";23;"Mujer";"Hombre";"Conchali";"Comentarios sexuales no deseados"
239;"06-01-2022 13:04";13119;1;24;1;0;"Maipu";23;"Mujer";"Hombre";"Maipu";"Comentarios sexuales no deseados"
240;"06-01-2022 13:05";13131;1;22;1;0;"San Ramon";23;"Mujer";"Hombre";"San Ramon";"Comentarios sexuales no deseados"
241;"06-01-2022 13:10";13106;0;23;1;1;"Estacion Central";34;"Hombre";"Mujer";"Estacion Central";"Bofetadas, tirones de cabello o rasgunos"
242;"06-01-2022 13:29";13302;0;23;1;0;"Lampa";23;"Hombre";"Hombre";"Lampa";"Comentarios sexuales no deseados"
243;"06-01-2022 14:15";13116;0;19;0;NA;"Lo Espejo";50;"Hombre";NA;"Lo Espejo";"Falta de politicas o proteccion efectiva frente a la violencia"
244;"06-01-2022 14:32";13201;0;33;0;NA;"Puente Alto";47;"Hombre";NA;"Puente Alto";"Trato deshumanizante en servicios publicos o de salud"
245;"06-01-2022 15:07";13122;0;23;1;1;"Penalolen";34;"Hombre";"Mujer";"Penalolen";"Bofetadas, tirones de cabello o rasgunos"
246;"06-01-2022 15:15";13117;0;28;0;NA;"Lo Prado";50;"Hombre";NA;"Lo Prado";"Falta de politicas o proteccion efectiva frente a la violencia"
247;"06-01-2022 15:37";13401;0;25;0;NA;"San Bernardo";50;"Hombre";NA;"San Bernardo";"Falta de politicas o proteccion efectiva frente a la violencia"
248;"07-01-2022 11:40";13131;1;26;0;NA;"San Ramon";50;"Mujer";NA;"San Ramon";"Falta de politicas o proteccion efectiva frente a la violencia"
249;"07-01-2022 14:30";13119;1;19;1;0;"Maipu";23;"Mujer";"Hombre";"Maipu";"Comentarios sexuales no deseados"
250;"07-01-2022 16:18";13119;1;35;1;0;"Maipu";33;"Mujer";"Hombre";"Maipu";"Empujones o sacudidas leves"
215;"08-01-2022 13:43";13119;0;32;0;NA;"Maipu";50;"Hombre";NA;"Maipu";"Falta de politicas o proteccion efectiva frente a la violencia"
216;"09-01-2022 12:46";13130;0;24;0;NA;"San Miguel";50;"Hombre";NA;"San Miguel";"Falta de politicas o proteccion efectiva frente a la violencia"
251;"10-01-2022 11:40";13118;1;20;0;NA;"Macul";50;"Mujer";NA;"Macul";"Falta de politicas o proteccion efectiva frente a la violencia"
252;"10-01-2022 13:21";13113;0;29;0;NA;"La Reina";50;"Hombre";NA;"La Reina";"Falta de politicas o proteccion efectiva frente a la violencia"
253;"10-01-2022 13:30";13401;1;23;1;0;"San Bernardo";23;"Mujer";"Hombre";"San Bernardo";"Comentarios sexuales no deseados"
254;"10-01-2022 15:27";13122;0;26;1;0;"Penalolen";35;"Hombre";"Hombre";"Penalolen";"Golpes con objetos, punetazos, patadas"
255;"11-01-2022 13:05";13124;1;25;1;0;"Pudahuel";23;"Mujer";"Hombre";"Pudahuel";"Comentarios sexuales no deseados"
256;"11-01-2022 13:15";13103;0;18;1;0;"Cerro Navia";23;"Hombre";"Hombre";"Cerro Navia";"Comentarios sexuales no deseados"
257;"11-01-2022 14:48";13401;0;34;0;NA;"San Bernardo";50;"Hombre";NA;"San Bernardo";"Falta de politicas o proteccion efectiva frente a la violencia"
258;"12-01-2022 12:38";13125;1;26;0;NA;"Quilicura";50;"Mujer";NA;"Quilicura";"Falta de politicas o proteccion efectiva frente a la violencia"
259;"12-01-2022 12:52";13122;0;39;0;NA;"Penalolen";50;"Hombre";NA;"Penalolen";"Falta de politicas o proteccion efectiva frente a la violencia"
260;"12-01-2022 13:08";13107;1;28;1;0;"Huechuraba";14;"Mujer";"Hombre";"Huechuraba";"Desvalorizacion de logros o capacidades personales"
261;"12-01-2022 13:39";13105;1;38;1;1;"El Bosque";36;"Mujer";"Mujer";"El Bosque";"Lesiones fisicas moderadas o graves"
262;"12-01-2022 13:42";13501;1;25;1;0;"Melipilla";23;"Mujer";"Hombre";"Melipilla";"Comentarios sexuales no deseados"
263;"12-01-2022 13:43";13124;1;32;1;1;"Pudahuel";36;"Mujer";"Mujer";"Pudahuel";"Lesiones fisicas moderadas o graves"
264;"12-01-2022 13:56";13401;0;31;1;0;"San Bernardo";35;"Hombre";"Hombre";"San Bernardo";"Golpes con objetos, punetazos, patadas"
265;"12-01-2022 14:58";13404;1;37;1;0;"Paine";42;"Mujer";"Hombre";"Paine";"Persecucion o acoso persistente (stalking)"
266;"12-01-2022 15:18";13604;1;33;1;0;"Padre Hurtado";42;"Mujer";"Hombre";"Padre Hurtado";"Persecucion o acoso persistente (stalking)"
267;"12-01-2022 15:25";13119;0;28;1;0;"Maipu";9;"Hombre";"Hombre";"Maipu";"Descalificacion constante o humillacion verbal"
268;"12-01-2022 15:25";13110;1;31;1;1;"La Florida";6;"Mujer";"Mujer";"La Florida";"Cosificacion o reduccion de una persona a su apariencia fisica"
269;"12-01-2022 15:39";13110;0;28;0;NA;"La Florida";50;"Hombre";NA;"La Florida";"Falta de politicas o proteccion efectiva frente a la violencia"
270;"12-01-2022 15:46";13106;1;26;1;0;"Estacion Central";19;"Mujer";"Hombre";"Estacion Central";"Retencion o robo de bienes personales o dinero"
271;"12-01-2022 15:52";13404;1;25;1;0;"Paine";23;"Mujer";"Hombre";"Paine";"Comentarios sexuales no deseados"
272;"12-01-2022 15:53";13201;0;26;0;NA;"Puente Alto";50;"Hombre";NA;"Puente Alto";"Falta de politicas o proteccion efectiva frente a la violencia"
273;"12-01-2022 16:13";13103;0;26;0;NA;"Cerro Navia";50;"Hombre";NA;"Cerro Navia";"Falta de politicas o proteccion efectiva frente a la violencia"
274;"12-01-2022 16:34";13503;0;26;0;NA;"Curacavi";50;"Hombre";NA;"Curacavi";"Falta de politicas o proteccion efectiva frente a la violencia"
275;"12-01-2022 17:03";13203;0;36;0;NA;"San Jose de Maipo";50;"Hombre";NA;"San Jose de Maipo";"Falta de politicas o proteccion efectiva frente a la violencia"
276;"13-01-2022 13:03";13110;1;29;1;0;"La Florida";33;"Mujer";"Hombre";"La Florida";"Empujones o sacudidas leves"
277;"13-01-2022 13:21";13118;0;24;0;NA;"Macul";50;"Hombre";NA;"Macul";"Falta de politicas o proteccion efectiva frente a la violencia"
278;"13-01-2022 13:38";13132;0;29;0;NA;"Vitacura";50;"Hombre";NA;"Vitacura";"Falta de politicas o proteccion efectiva frente a la violencia"
279;"13-01-2022 13:40";13131;1;36;1;0;"San Ramon";42;"Mujer";"Hombre";"San Ramon";"Persecucion o acoso persistente (stalking)"
280;"13-01-2022 14:16";13106;0;29;0;NA;"Estacion Central";50;"Hombre";NA;"Estacion Central";"Falta de politicas o proteccion efectiva frente a la violencia"
281;"13-01-2022 14:29";13301;1;25;1;1;"Colina";35;"Mujer";"Mujer";"Colina";"Golpes con objetos, punetazos, patadas"
282;"13-01-2022 14:37";13115;1;26;1;0;"Lo Barnechea";14;"Mujer";"Hombre";"Lo Barnechea";"Desvalorizacion de logros o capacidades personales"
283;"13-01-2022 15:34";13128;1;37;1;0;"Renca";42;"Mujer";"Hombre";"Renca";"Persecucion o acoso persistente (stalking)"
284;"13-01-2022 15:54";13124;0;21;1;1;"Pudahuel";21;"Hombre";"Mujer";"Pudahuel";"Destruccion de objetos personales o simbolicos"
285;"13-01-2022 16:00";13110;0;33;0;NA;"La Florida";50;"Hombre";NA;"La Florida";"Falta de politicas o proteccion efectiva frente a la violencia"
286;"13-01-2022 16:00";13101;1;34;1;0;"Santiago";14;"Mujer";"Hombre";"Santiago";"Desvalorizacion de logros o capacidades personales"
287;"13-01-2022 16:09";13202;0;22;1;0;"Pirque";23;"Hombre";"Hombre";"Pirque";"Comentarios sexuales no deseados"
288;"13-01-2022 16:14";13127;0;38;1;1;"Recoleta";16;"Hombre";"Mujer";"Recoleta";"Uso de hijos/as u otras personas como chantaje emocional"
289;"14-01-2022 14:50";13602;1;19;1;0;"El Monte";23;"Mujer";"Hombre";"El Monte";"Comentarios sexuales no deseados"
290;"15-01-2022 11:32";13401;0;26;0;NA;"San Bernardo";50;"Hombre";NA;"San Bernardo";"Falta de politicas o proteccion efectiva frente a la violencia"
291;"17-01-2022 13:39";13403;1;26;1;1;"Calera de Tango";35;"Mujer";"Mujer";"Calera de Tango";"Golpes con objetos, punetazos, patadas"
292;"17-01-2022 15:13";13108;0;33;1;0;"Independencia";9;"Hombre";"Hombre";"Independencia";"Descalificacion constante o humillacion verbal"
293;"17-01-2022 15:29";13124;0;29;1;1;"Pudahuel";16;"Hombre";"Mujer";"Pudahuel";"Uso de hijos/as u otras personas como chantaje emocional"
294;"18-01-2022 12:37";13125;0;22;1;0;"Quilicura";26;"Hombre";"Hombre";"Quilicura";"Presion o chantaje para relaciones sexuales"
295;"18-01-2022 13:22";13122;0;24;0;NA;"Penalolen";50;"Hombre";NA;"Penalolen";"Falta de politicas o proteccion efectiva frente a la violencia"
296;"18-01-2022 13:22";13402;0;24;1;0;"Buin";33;"Hombre";"Hombre";"Buin";"Empujones o sacudidas leves"
297;"18-01-2022 13:43";13114;0;26;0;NA;"Las Condes";50;"Hombre";NA;"Las Condes";"Falta de politicas o proteccion efectiva frente a la violencia"
298;"18-01-2022 14:29";13118;1;26;1;0;"Macul";27;"Mujer";"Hombre";"Macul";"Relaciones sexuales sin consentimiento pleno"
299;"18-01-2022 15:07";13126;1;36;1;0;"Quinta Normal";42;"Mujer";"Hombre";"Quinta Normal";"Persecucion o acoso persistente (stalking)"
300;"18-01-2022 16:11";13119;0;38;0;NA;"Maipu";50;"Hombre";NA;"Maipu";"Falta de politicas o proteccion efectiva frente a la violencia"
301;"18-01-2022 19:28";13110;0;22;1;0;"La Florida";23;"Hombre";"Hombre";"La Florida";"Comentarios sexuales no deseados"
302;"19-01-2022 11:16";13130;0;26;0;NA;"San Miguel";50;"Hombre";NA;"San Miguel";"Falta de politicas o proteccion efectiva frente a la violencia"
303;"19-01-2022 11:49";13116;1;27;1;0;"Lo Espejo";9;"Mujer";"Hombre";"Lo Espejo";"Descalificacion constante o humillacion verbal"
304;"19-01-2022 12:07";13132;1;23;1;0;"Vitacura";26;"Mujer";"Hombre";"Vitacura";"Presion o chantaje para relaciones sexuales"
305;"19-01-2022 12:16";13116;0;23;0;NA;"Lo Espejo";50;"Hombre";NA;"Lo Espejo";"Falta de politicas o proteccion efectiva frente a la violencia"
306;"19-01-2022 12:20";13103;0;30;0;NA;"Cerro Navia";50;"Hombre";NA;"Cerro Navia";"Falta de politicas o proteccion efectiva frente a la violencia"
307;"19-01-2022 12:35";13201;1;21;1;0;"Puente Alto";9;"Mujer";"Hombre";"Puente Alto";"Descalificacion constante o humillacion verbal"
308;"19-01-2022 12:42";13111;0;27;1;0;"La Granja";33;"Hombre";"Hombre";"La Granja";"Empujones o sacudidas leves"
309;"19-01-2022 12:50";13112;0;21;0;NA;"La Pintana";50;"Hombre";NA;"La Pintana";"Falta de politicas o proteccion efectiva frente a la violencia"
310;"19-01-2022 13:15";13201;1;31;1;0;"Puente Alto";9;"Mujer";"Hombre";"Puente Alto";"Descalificacion constante o humillacion verbal"
311;"19-01-2022 13:21";13110;0;25;0;NA;"La Florida";50;"Hombre";NA;"La Florida";"Falta de politicas o proteccion efectiva frente a la violencia"
312;"19-01-2022 13:50";13125;0;20;1;0;"Quilicura";25;"Hombre";"Hombre";"Quilicura";"Tocamientos sin consentimiento"
313;"19-01-2022 13:54";13116;0;24;0;NA;"Lo Espejo";50;"Hombre";NA;"Lo Espejo";"Falta de politicas o proteccion efectiva frente a la violencia"
314;"19-01-2022 13:55";13110;1;19;0;NA;"La Florida";50;"Mujer";NA;"La Florida";"Falta de politicas o proteccion efectiva frente a la violencia"
315;"19-01-2022 14:02";13101;0;23;1;0;"Santiago";23;"Hombre";"Hombre";"Santiago";"Comentarios sexuales no deseados"
316;"19-01-2022 14:12";13122;1;22;1;1;"Penalolen";36;"Mujer";"Mujer";"Penalolen";"Lesiones fisicas moderadas o graves"
317;"19-01-2022 14:18";13119;1;22;0;NA;"Maipu";50;"Mujer";NA;"Maipu";"Falta de politicas o proteccion efectiva frente a la violencia"
318;"19-01-2022 14:40";13201;0;28;0;NA;"Puente Alto";50;"Hombre";NA;"Puente Alto";"Falta de politicas o proteccion efectiva frente a la violencia"
319;"19-01-2022 14:41";13113;0;18;1;1;"La Reina";21;"Hombre";"Mujer";"La Reina";"Destruccion de objetos personales o simbolicos"
320;"19-01-2022 14:55";13112;0;26;0;NA;"La Pintana";50;"Hombre";NA;"La Pintana";"Falta de politicas o proteccion efectiva frente a la violencia"
321;"19-01-2022 15:41";13110;0;26;1;0;"La Florida";9;"Hombre";"Hombre";"La Florida";"Descalificacion constante o humillacion verbal"
322;"19-01-2022 16:26";13110;1;23;0;NA;"La Florida";50;"Mujer";NA;"La Florida";"Falta de politicas o proteccion efectiva frente a la violencia"
323;"19-01-2022 16:54";13103;0;25;0;NA;"Cerro Navia";50;"Hombre";NA;"Cerro Navia";"Falta de politicas o proteccion efectiva frente a la violencia"
324;"19-01-2022 17:55";13119;0;20;0;NA;"Maipu";50;"Hombre";NA;"Maipu";"Falta de politicas o proteccion efectiva frente a la violencia"
325;"20-01-2022 11:08";13126;0;30;0;NA;"Quinta Normal";50;"Hombre";NA;"Quinta Normal";"Falta de politicas o proteccion efectiva frente a la violencia"
326;"20-01-2022 12:24";13119;0;24;1;1;"Maipu";21;"Hombre";"Mujer";"Maipu";"Destruccion de objetos personales o simbolicos"
327;"20-01-2022 12:50";13119;1;22;1;0;"Maipu";23;"Mujer";"Hombre";"Maipu";"Comentarios sexuales no deseados"
328;"20-01-2022 12:57";13124;1;38;1;0;"Pudahuel";4;"Mujer";"Hombre";"Pudahuel";"Interrupciones o invisibilizacion en espacios publicos o laborales"
329;"20-01-2022 13:30";13105;0;24;1;0;"El Bosque";33;"Hombre";"Hombre";"El Bosque";"Empujones o sacudidas leves"
330;"20-01-2022 13:34";13501;0;29;0;NA;"Melipilla";50;"Hombre";NA;"Melipilla";"Falta de politicas o proteccion efectiva frente a la violencia"
331;"20-01-2022 14:03";13119;1;33;1;0;"Maipu";33;"Mujer";"Hombre";"Maipu";"Empujones o sacudidas leves"
332;"20-01-2022 14:54";13115;1;25;1;0;"Lo Barnechea";23;"Mujer";"Hombre";"Lo Barnechea";"Comentarios sexuales no deseados"
333;"20-01-2022 15:19";13117;0;36;0;NA;"Lo Prado";50;"Hombre";NA;"Lo Prado";"Falta de politicas o proteccion efectiva frente a la violencia"
334;"20-01-2022 15:22";13120;1;29;1;0;"Nunoa";9;"Mujer";"Hombre";"Nunoa";"Descalificacion constante o humillacion verbal"
335;"20-01-2022 15:38";13104;1;28;0;NA;"Conchali";50;"Mujer";NA;"Conchali";"Falta de politicas o proteccion efectiva frente a la violencia"
336;"20-01-2022 15:43";13201;0;29;1;0;"Puente Alto";9;"Hombre";"Hombre";"Puente Alto";"Descalificacion constante o humillacion verbal"
337;"21-01-2022 11:43";13201;0;19;0;NA;"Puente Alto";50;"Hombre";NA;"Puente Alto";"Falta de politicas o proteccion efectiva frente a la violencia"
338;"21-01-2022 12:31";13130;1;22;1;0;"San Miguel";23;"Mujer";"Hombre";"San Miguel";"Comentarios sexuales no deseados"
339;"21-01-2022 13:38";13118;0;21;1;1;"Macul";34;"Hombre";"Mujer";"Macul";"Bofetadas, tirones de cabello o rasgunos"
340;"21-01-2022 13:54";13201;1;20;1;1;"Puente Alto";36;"Mujer";"Mujer";"Puente Alto";"Lesiones fisicas moderadas o graves"
341;"21-01-2022 14:00";13123;1;29;1;0;"Providencia";9;"Mujer";"Hombre";"Providencia";"Descalificacion constante o humillacion verbal"
342;"21-01-2022 14:05";13102;1;35;1;0;"Cerrillos";42;"Mujer";"Hombre";"Cerrillos";"Persecucion o acoso persistente (stalking)"
343;"21-01-2022 15:02";13103;1;24;1;0;"Cerro Navia";23;"Mujer";"Hombre";"Cerro Navia";"Comentarios sexuales no deseados"
344;"21-01-2022 15:40";13122;0;21;0;NA;"Penalolen";50;"Hombre";NA;"Penalolen";"Falta de politicas o proteccion efectiva frente a la violencia"
345;"22-01-2022 16:45";13127;1;26;1;0;"Recoleta";27;"Mujer";"Hombre";"Recoleta";"Relaciones sexuales sin consentimiento pleno"
346;"24-01-2022 15:09";13605;1;28;0;NA;"Penaflor";50;"Mujer";NA;"Penaflor";"Falta de politicas o proteccion efectiva frente a la violencia"
347;"24-01-2022 15:52";13127;1;27;1;0;"Recoleta";9;"Mujer";"Hombre";"Recoleta";"Descalificacion constante o humillacion verbal"
348;"25-01-2022 11:19";13109;0;27;0;NA;"La Cisterna";50;"Hombre";NA;"La Cisterna";"Falta de politicas o proteccion efectiva frente a la violencia"
349;"25-01-2022 12:05";13201;0;20;1;0;"Puente Alto";9;"Hombre";"Hombre";"Puente Alto";"Descalificacion constante o humillacion verbal"
350;"25-01-2022 12:49";13110;0;20;0;NA;"La Florida";50;"Hombre";NA;"La Florida";"Falta de politicas o proteccion efectiva frente a la violencia"
351;"25-01-2022 13:38";13103;1;41;1;0;"Cerro Navia";12;"Mujer";"Hombre";"Cerro Navia";"Amenazas verbales (directas o indirectas)"
352;"25-01-2022 15:25";13112;1;30;1;0;"La Pintana";33;"Mujer";"Hombre";"La Pintana";"Empujones o sacudidas leves"
353;"25-01-2022 15:48";13201;1;24;1;0;"Puente Alto";23;"Mujer";"Hombre";"Puente Alto";"Comentarios sexuales no deseados"
354;"25-01-2022 15:50";13116;1;35;1;0;"Lo Espejo";42;"Mujer";"Hombre";"Lo Espejo";"Persecucion o acoso persistente (stalking)"
355;"26-01-2022 12:13";13110;1;28;1;0;"La Florida";23;"Mujer";"Hombre";"La Florida";"Comentarios sexuales no deseados"
356;"26-01-2022 12:51";13122;0;26;0;NA;"Penalolen";50;"Hombre";NA;"Penalolen";"Falta de politicas o proteccion efectiva frente a la violencia"
357;"26-01-2022 12:52";13111;0;19;0;NA;"La Granja";50;"Hombre";NA;"La Granja";"Falta de politicas o proteccion efectiva frente a la violencia"
358;"26-01-2022 13:27";13117;1;24;1;0;"Lo Prado";23;"Mujer";"Hombre";"Lo Prado";"Comentarios sexuales no deseados"
359;"26-01-2022 13:30";13120;1;20;0;NA;"Nunoa";50;"Mujer";NA;"Nunoa";"Falta de politicas o proteccion efectiva frente a la violencia"
360;"26-01-2022 13:38";13119;1;27;1;0;"Maipu";1;"Mujer";"Hombre";"Maipu";"Lenguaje discriminatorio (sexista, racista, homofobico, etc.)"
361;"26-01-2022 13:41";13201;1;25;1;1;"Puente Alto";35;"Mujer";"Mujer";"Puente Alto";"Golpes con objetos, punetazos, patadas"
362;"26-01-2022 14:10";13119;0;26;0;NA;"Maipu";50;"Hombre";NA;"Maipu";"Falta de politicas o proteccion efectiva frente a la violencia"
363;"26-01-2022 14:23";13113;1;26;1;0;"La Reina";9;"Mujer";"Hombre";"La Reina";"Descalificacion constante o humillacion verbal"
364;"26-01-2022 17:07";13101;0;21;0;NA;"Santiago";50;"Hombre";NA;"Santiago";"Falta de politicas o proteccion efectiva frente a la violencia"
365;"27-01-2022 12:17";13104;0;25;1;0;"Conchali";33;"Hombre";"Hombre";"Conchali";"Empujones o sacudidas leves"
366;"27-01-2022 13:18";13301;1;21;1;1;"Colina";36;"Mujer";"Mujer";"Colina";"Lesiones fisicas moderadas o graves"
367;"27-01-2022 13:28";13120;0;26;0;NA;"Nunoa";50;"Hombre";NA;"Nunoa";"Falta de politicas o proteccion efectiva frente a la violencia"
368;"27-01-2022 14:12";13119;0;36;0;NA;"Maipu";50;"Hombre";NA;"Maipu";"Falta de politicas o proteccion efectiva frente a la violencia"
369;"27-01-2022 15:20";13301;0;22;0;NA;"Colina";50;"Hombre";NA;"Colina";"Falta de politicas o proteccion efectiva frente a la violencia"
370;"27-01-2022 15:24";13125;1;21;1;0;"Quilicura";25;"Mujer";"Hombre";"Quilicura";"Tocamientos sin consentimiento"
371;"27-01-2022 15:29";13105;0;30;0;NA;"El Bosque";50;"Hombre";NA;"El Bosque";"Falta de politicas o proteccion efectiva frente a la violencia"
